Escenario,NumClientes,Cliente,Operacion,Tiempo(ms)
Concurrente,32,4,verificacion,0,0511
Concurrente,32,4,cifrado,0,0500
Concurrente,32,4,descifrado_direccion,0,0367
Concurrente,32,4,hmac_solicitud,0,0146
Concurrente,32,4,hmac_direccion,0,0138
Concurrente,32,4,hmac,0,0192
Concurrente,32,4,descifrado,0,0501
Concurrente,32,4,generacion_iv,0,0652
Concurrente,32,22,verificacion,0,0413
Concurrente,32,22,cifrado,0,0307
Concurrente,32,22,descifrado_direccion,0,0305
Concurrente,32,22,hmac_solicitud,0,0133
Concurrente,32,22,hmac_direccion,0,0128
Concurrente,32,22,hmac,0,0162
Concurrente,32,22,descifrado,0,0407
Concurrente,32,22,generacion_iv,0,0445
Concurrente,32,13,verificacion,0,1015
Concurrente,32,13,cifrado,0,0391
Concurrente,32,13,descifrado_direccion,0,0345
Concurrente,32,13,hmac_solicitud,0,0152
Concurrente,32,13,hmac_direccion,0,0136
Concurrente,32,13,hmac,0,0319
Concurrente,32,13,descifrado,0,0457
Concurrente,32,13,generacion_iv,0,0801
Concurrente,64,13,verificacion,0,0636
Concurrente,64,13,cifrado,0,0443
Concurrente,64,13,descifrado_direccion,0,0468
Concurrente,64,13,hmac_solicitud,0,0156
Concurrente,64,13,hmac_direccion,0,0162
Concurrente,64,13,hmac,0,0191
Concurrente,64,13,descifrado,0,0621
Concurrente,64,13,generacion_iv,0,0922
Concurrente,64,41,verificacion,0,0723
Concurrente,64,41,cifrado,0,0425
Concurrente,64,41,descifrado_direccion,0,0503
Concurrente,64,41,hmac_solicitud,0,0145
Concurrente,64,41,hmac_direccion,0,0187
Concurrente,64,41,hmac,0,0290
Concurrente,64,41,descifrado,0,2447
Concurrente,64,41,generacion_iv,0,0884
Concurrente,64,22,verificacion,0,0572
Concurrente,64,22,cifrado,0,0444
Concurrente,64,22,descifrado_direccion,0,0414
Concurrente,64,22,hmac_solicitud,0,0135
Concurrente,64,22,hmac_direccion,0,0131
Concurrente,64,22,hmac,0,0370
Concurrente,64,22,descifrado,0,0481
Concurrente,64,22,generacion_iv,0,0678
Concurrente,64,6,verificacion,0,0568
Concurrente,64,6,cifrado,0,0522
Concurrente,64,6,descifrado_direccion,0,0443
Concurrente,64,6,hmac_solicitud,0,0173
Concurrente,64,6,hmac_direccion,0,0143
Concurrente,64,6,hmac,0,0174
Concurrente,64,6,descifrado,0,0639
Concurrente,64,6,generacion_iv,0,1144
Concurrente,64,10,verificacion,0,0573
Concurrente,64,10,cifrado,0,0473
Concurrente,64,10,descifrado_direccion,0,0400
Concurrente,64,10,hmac_solicitud,0,0173
Concurrente,64,10,hmac_direccion,0,0119
Concurrente,64,10,hmac,0,0159
Concurrente,64,10,descifrado,0,0463
Concurrente,64,10,generacion_iv,0,0536
Concurrente,64,30,verificacion,0,1332
Concurrente,64,30,cifrado,0,1201
Concurrente,64,30,descifrado_direccion,0,0482
Concurrente,64,30,hmac_solicitud,0,0317
Concurrente,64,30,hmac_direccion,0,0179
Concurrente,64,30,hmac,0,0189
Concurrente,64,30,descifrado,0,0628
Concurrente,64,30,generacion_iv,0,1941
Concurrente,64,40,verificacion,0,0677
Concurrente,64,40,cifrado,0,0400
Concurrente,64,40,descifrado_direccion,0,0809
Concurrente,64,40,hmac_solicitud,0,0146
Concurrente,64,40,hmac_direccion,0,0215
Concurrente,64,40,hmac,0,0188
Concurrente,64,40,descifrado,0,0584
Concurrente,64,40,generacion_iv,0,0688
Concurrente,64,34,verificacion,0,0612
Concurrente,64,34,cifrado,0,0536
Concurrente,64,34,descifrado_direccion,0,0429
Concurrente,64,34,hmac_solicitud,0,0163
Concurrente,64,34,hmac_direccion,0,0142
Concurrente,64,34,hmac,0,0169
Concurrente,64,34,descifrado,0,0548
Concurrente,64,34,generacion_iv,0,1058
Concurrente,64,53,verificacion,0,0569
Concurrente,64,53,cifrado,0,0508
Concurrente,64,53,descifrado_direccion,0,0450
Concurrente,64,53,hmac_solicitud,0,0174
Concurrente,64,53,hmac_direccion,0,0210
Concurrente,64,53,hmac,0,0150
Concurrente,64,53,descifrado,0,0409
Concurrente,64,53,generacion_iv,0,0566
Concurrente,64,47,verificacion,0,0579
Concurrente,64,47,cifrado,0,1121
Concurrente,64,47,descifrado_direccion,0,0467
Concurrente,64,47,hmac_solicitud,0,0170
Concurrente,64,47,hmac_direccion,0,0138
Concurrente,64,47,hmac,0,0168
Concurrente,64,47,descifrado,0,0493
Concurrente,64,47,generacion_iv,0,0565
Concurrente,64,61,verificacion,0,0653
Concurrente,64,61,cifrado,0,0392
Concurrente,64,61,descifrado_direccion,0,0380
Concurrente,64,61,hmac_solicitud,0,0145
Concurrente,64,61,hmac_direccion,0,0168
Concurrente,64,61,hmac,0,0156
Concurrente,64,61,descifrado,0,0534
Concurrente,64,61,generacion_iv,0,0670
Concurrente,64,27,verificacion,0,0815
Concurrente,64,27,cifrado,0,0452
Concurrente,64,27,descifrado_direccion,0,0472
Concurrente,64,27,hmac_solicitud,0,0146
Concurrente,64,27,hmac_direccion,0,0157
Concurrente,64,27,hmac,0,0184
Concurrente,64,27,descifrado,0,0589
Concurrente,64,27,generacion_iv,0,0676
Concurrente,64,31,verificacion,0,0697
Concurrente,64,31,cifrado,0,0486
Concurrente,64,31,descifrado_direccion,0,0488
Concurrente,64,31,hmac_solicitud,0,0161
Concurrente,64,31,hmac_direccion,0,0173
Concurrente,64,31,hmac,0,0185
Concurrente,64,31,descifrado,0,0753
Concurrente,64,31,generacion_iv,0,0790
Concurrente,64,19,verificacion,0,0758
Concurrente,64,19,cifrado,0,0646
Concurrente,64,19,descifrado_direccion,0,2730
Concurrente,64,19,hmac_solicitud,0,0216
Concurrente,64,19,hmac_direccion,0,0138
Concurrente,64,19,hmac,0,0215
Concurrente,64,19,descifrado,0,0929
Concurrente,64,19,generacion_iv,0,1294
Concurrente,64,42,verificacion,0,0758
Concurrente,64,42,cifrado,0,0508
Concurrente,64,42,descifrado_direccion,0,0502
Concurrente,64,42,hmac_solicitud,0,0172
Concurrente,64,42,hmac_direccion,0,0177
Concurrente,64,42,hmac,0,0405
Concurrente,64,42,descifrado,0,0481
Concurrente,64,42,generacion_iv,0,0509
Concurrente,64,48,verificacion,0,0672
Concurrente,64,48,cifrado,0,0400
Concurrente,64,48,descifrado_direccion,0,0512
Concurrente,64,48,hmac_solicitud,0,0161
Concurrente,64,48,hmac_direccion,0,0174
Concurrente,64,48,hmac,0,0165
Concurrente,64,48,descifrado,0,0526
Concurrente,64,48,generacion_iv,0,0552
Concurrente,64,35,verificacion,0,0769
Concurrente,64,35,cifrado,0,0521
Concurrente,64,35,descifrado_direccion,0,0364
Concurrente,64,35,hmac_solicitud,0,0133
Concurrente,64,35,hmac_direccion,0,0128
Concurrente,64,35,hmac,0,0167
Concurrente,64,35,descifrado,0,0499
Concurrente,64,35,generacion_iv,0,0532
Concurrente,64,57,verificacion,0,0723
Concurrente,64,57,cifrado,0,0649
Concurrente,64,57,descifrado_direccion,0,0444
Concurrente,64,57,hmac_solicitud,0,0188
Concurrente,64,57,hmac_direccion,0,0139
Concurrente,64,57,hmac,0,0368
Concurrente,64,57,descifrado,0,0715
Concurrente,64,57,generacion_iv,0,0957
Concurrente,64,59,verificacion,0,1117
Concurrente,64,59,cifrado,0,1161
Concurrente,64,59,descifrado_direccion,0,0502
Concurrente,64,59,hmac_solicitud,0,0333
Concurrente,64,59,hmac_direccion,0,0182
Concurrente,64,59,hmac,0,0203
Concurrente,64,59,descifrado,0,2134
Concurrente,64,59,generacion_iv,0,0982
Concurrente,64,18,verificacion,0,0744
Concurrente,64,18,cifrado,0,0513
Concurrente,64,18,descifrado_direccion,0,0483
Concurrente,64,18,hmac_solicitud,0,0173
Concurrente,64,18,hmac_direccion,0,0162
Concurrente,64,18,hmac,0,0176
Concurrente,64,18,descifrado,0,0791
Concurrente,64,18,generacion_iv,0,0737
Concurrente,64,29,verificacion,0,0749
Concurrente,64,29,cifrado,0,0526
Concurrente,64,29,descifrado_direccion,0,0490
Concurrente,64,29,hmac_solicitud,0,0133
Concurrente,64,29,hmac_direccion,0,0146
Concurrente,64,29,hmac,0,0174
Concurrente,64,29,descifrado,0,0616
Concurrente,64,29,generacion_iv,0,0708
Concurrente,64,3,verificacion,0,0625
Concurrente,64,3,cifrado,0,0442
Concurrente,64,3,descifrado_direccion,0,0420
Concurrente,64,3,hmac_solicitud,0,0141
Concurrente,64,3,hmac_direccion,0,0144
Concurrente,64,3,hmac,0,0171
Concurrente,64,3,descifrado,0,0549
Concurrente,64,3,generacion_iv,0,0594
Concurrente,64,56,verificacion,0,0659
Concurrente,64,56,cifrado,0,0596
Concurrente,64,56,descifrado_direccion,0,0488
Concurrente,64,56,hmac_solicitud,0,0195
Concurrente,64,56,hmac_direccion,0,0157
Concurrente,64,56,hmac,0,0162
Concurrente,64,56,descifrado,0,0635
Concurrente,64,56,generacion_iv,0,0801
Concurrente,64,2,verificacion,0,0621
Concurrente,64,2,cifrado,0,0468
Concurrente,64,2,descifrado_direccion,0,0371
Concurrente,64,2,hmac_solicitud,0,0130
Concurrente,64,2,hmac_direccion,0,0151
Concurrente,64,2,hmac,0,0185
Concurrente,64,2,descifrado,0,1228
Concurrente,64,2,generacion_iv,0,0596
Concurrente,64,54,verificacion,0,0609
Concurrente,64,54,cifrado,0,0354
Concurrente,64,54,descifrado_direccion,0,0361
Concurrente,64,54,hmac_solicitud,0,0134
Concurrente,64,54,hmac_direccion,0,0177
Concurrente,64,54,hmac,0,0159
Concurrente,64,54,descifrado,0,0483
Concurrente,64,54,generacion_iv,0,1129
Concurrente,64,4,verificacion,0,0678
Concurrente,64,4,cifrado,0,0324
Concurrente,64,4,descifrado_direccion,0,0361
Concurrente,64,4,hmac_solicitud,0,0120
Concurrente,64,4,hmac_direccion,0,0169
Concurrente,64,4,hmac,0,0166
Concurrente,64,4,descifrado,0,0482
Concurrente,64,4,generacion_iv,0,1027
Concurrente,64,16,verificacion,0,0677
Concurrente,64,16,cifrado,0,0331
Concurrente,64,16,descifrado_direccion,0,0371
Concurrente,64,16,hmac_solicitud,0,0128
Concurrente,64,16,hmac_direccion,0,0139
Concurrente,64,16,hmac,0,0161
Concurrente,64,16,descifrado,0,0469
Concurrente,64,16,generacion_iv,0,0490
Concurrente,64,52,verificacion,0,0747
Concurrente,64,52,cifrado,0,0358
Concurrente,64,52,descifrado_direccion,0,0350
Concurrente,64,52,hmac_solicitud,0,0171
Concurrente,64,52,hmac_direccion,0,0120
Concurrente,64,52,hmac,0,0115
Concurrente,64,52,descifrado,0,0401
Concurrente,64,52,generacion_iv,0,0682
Concurrente,64,51,verificacion,0,0798
Concurrente,64,51,cifrado,0,0320
Concurrente,64,51,descifrado_direccion,0,0455
Concurrente,64,51,hmac_solicitud,0,0110
Concurrente,64,51,hmac_direccion,0,0101
Concurrente,64,51,hmac,0,0132
Concurrente,64,51,descifrado,0,0461
Concurrente,64,51,generacion_iv,0,0470
Concurrente,64,33,verificacion,0,0516
Concurrente,64,33,cifrado,0,0294
Concurrente,64,33,descifrado_direccion,0,0283
Concurrente,64,33,hmac_solicitud,0,0105
Concurrente,64,33,hmac_direccion,0,0104
Concurrente,64,33,hmac,0,0114
Concurrente,64,33,descifrado,0,0359
Concurrente,64,33,generacion_iv,0,0403
Concurrente,64,15,verificacion,0,0464
Concurrente,64,15,cifrado,0,0434
Concurrente,64,15,descifrado_direccion,0,0270
Concurrente,64,15,hmac_solicitud,0,0108
Concurrente,64,15,hmac_direccion,0,0093
Concurrente,64,15,hmac,0,0126
Concurrente,64,15,descifrado,0,0382
Concurrente,64,15,generacion_iv,0,0337
Concurrente,64,28,verificacion,0,0497
Concurrente,64,28,cifrado,0,0330
Concurrente,64,28,descifrado_direccion,0,0323
Concurrente,64,28,hmac_solicitud,0,0114
Concurrente,64,28,hmac_direccion,0,0099
Concurrente,64,28,hmac,0,0109
Concurrente,64,28,descifrado,0,0318
Concurrente,64,28,generacion_iv,0,0399
Concurrente,64,9,verificacion,0,0670
Concurrente,64,9,cifrado,0,0319
Concurrente,64,9,descifrado_direccion,0,0293
Concurrente,64,9,hmac_solicitud,0,0109
Concurrente,64,9,hmac_direccion,0,0103
Concurrente,64,9,hmac,0,0125
Concurrente,64,9,descifrado,0,0416
Concurrente,64,9,generacion_iv,0,0466
Concurrente,64,24,verificacion,0,0754
Concurrente,64,24,cifrado,0,0351
Concurrente,64,24,descifrado_direccion,0,0345
Concurrente,64,24,hmac_solicitud,0,0113
Concurrente,64,24,hmac_direccion,0,0115
Concurrente,64,24,hmac,0,0148
Concurrente,64,24,descifrado,0,0601
Concurrente,64,24,generacion_iv,0,0602
Concurrente,64,26,verificacion,0,0509
Concurrente,64,26,cifrado,0,0264
Concurrente,64,26,descifrado_direccion,0,0299
Concurrente,64,26,hmac_solicitud,0,0089
Concurrente,64,26,hmac_direccion,0,0085
Concurrente,64,26,hmac,0,0107
Concurrente,64,26,descifrado,0,0356
Concurrente,64,26,generacion_iv,0,0394
Concurrente,64,20,verificacion,0,0503
Concurrente,64,20,cifrado,0,0292
Concurrente,64,20,descifrado_direccion,0,0323
Concurrente,64,20,hmac_solicitud,0,0107
Concurrente,64,20,hmac_direccion,0,0369
Concurrente,64,20,hmac,0,0109
Concurrente,64,20,descifrado,0,0294
Concurrente,64,20,generacion_iv,0,0352
Concurrente,64,38,verificacion,0,0556
Concurrente,64,38,cifrado,0,0291
Concurrente,64,38,descifrado_direccion,0,0304
Concurrente,64,38,hmac_solicitud,0,0090
Concurrente,64,38,hmac_direccion,0,0081
Concurrente,64,38,hmac,0,0108
Concurrente,64,38,descifrado,0,0374
Concurrente,64,38,generacion_iv,0,0433
Concurrente,64,8,verificacion,0,0508
Concurrente,64,8,cifrado,0,0257
Concurrente,64,8,descifrado_direccion,0,0265
Concurrente,64,8,hmac_solicitud,0,0078
Concurrente,64,8,hmac_direccion,0,0085
Concurrente,64,8,hmac,0,0110
Concurrente,64,8,descifrado,0,0317
Concurrente,64,8,generacion_iv,0,0366
Concurrente,64,36,verificacion,0,0594
Concurrente,64,36,cifrado,0,0363
Concurrente,64,36,descifrado_direccion,0,0306
Concurrente,64,36,hmac_solicitud,0,0120
Concurrente,64,36,hmac_direccion,0,0096
Concurrente,64,36,hmac,0,0124
Concurrente,64,36,descifrado,0,0415
Concurrente,64,36,generacion_iv,0,0522
Concurrente,64,17,verificacion,0,0742
Concurrente,64,17,cifrado,0,0422
Concurrente,64,17,descifrado_direccion,0,0341
Concurrente,64,17,hmac_solicitud,0,0122
Concurrente,64,17,hmac_direccion,0,0113
Concurrente,64,17,hmac,0,0154
Concurrente,64,17,descifrado,0,0627
Concurrente,64,17,generacion_iv,0,0693
Concurrente,64,21,verificacion,0,0728
Concurrente,64,21,cifrado,0,0311
Concurrente,64,21,descifrado_direccion,0,0285
Concurrente,64,21,hmac_solicitud,0,0111
Concurrente,64,21,hmac_direccion,0,0107
Concurrente,64,21,hmac,0,0119
Concurrente,64,21,descifrado,0,0416
Concurrente,64,21,generacion_iv,0,0544
Concurrente,64,50,verificacion,0,0601
Concurrente,64,50,cifrado,0,0310
Concurrente,64,50,descifrado_direccion,0,0309
Concurrente,64,50,hmac_solicitud,0,0113
Concurrente,64,50,hmac_direccion,0,0103
Concurrente,64,50,hmac,0,0135
Concurrente,64,50,descifrado,0,0392
Concurrente,64,50,generacion_iv,0,0432
Concurrente,64,44,verificacion,0,0579
Concurrente,64,44,cifrado,0,0295
Concurrente,64,44,descifrado_direccion,0,0309
Concurrente,64,44,hmac_solicitud,0,0096
Concurrente,64,44,hmac_direccion,0,0104
Concurrente,64,44,hmac,0,0119
Concurrente,64,44,descifrado,0,0401
Concurrente,64,44,generacion_iv,0,0464
Concurrente,64,63,verificacion,0,1420
Concurrente,64,63,cifrado,0,0480
Concurrente,64,63,descifrado_direccion,0,0901
Concurrente,64,63,hmac_solicitud,0,0157
Concurrente,64,63,hmac_direccion,0,0102
Concurrente,64,63,hmac,0,0134
Concurrente,64,63,descifrado,0,0667
Concurrente,64,63,generacion_iv,0,1153
Concurrente,64,25,verificacion,0,0926
Concurrente,64,25,cifrado,0,0823
Concurrente,64,25,descifrado_direccion,0,0266
Concurrente,64,25,hmac_solicitud,0,0329
Concurrente,64,25,hmac_direccion,0,0106
Concurrente,64,25,hmac,0,0161
Concurrente,64,25,descifrado,0,1549
Concurrente,64,25,generacion_iv,0,0656
Concurrente,64,46,verificacion,0,0853
Concurrente,64,46,cifrado,0,0374
Concurrente,64,46,descifrado_direccion,0,0280
Concurrente,64,46,hmac_solicitud,0,0158
Concurrente,64,46,hmac_direccion,0,0140
Concurrente,64,46,hmac,0,0363
Concurrente,64,46,descifrado,0,1088
Concurrente,64,46,generacion_iv,0,0637
Concurrente,64,12,verificacion,0,0702
Concurrente,64,12,cifrado,0,0445
Concurrente,64,12,descifrado_direccion,0,0292
Concurrente,64,12,hmac_solicitud,0,0359
Concurrente,64,12,hmac_direccion,0,0114
Concurrente,64,12,hmac,0,0146
Concurrente,64,12,descifrado,0,0326
Concurrente,64,12,generacion_iv,0,1384
Concurrente,64,43,verificacion,0,0721
Concurrente,64,43,cifrado,0,0531
Concurrente,64,43,descifrado_direccion,0,0254
Concurrente,64,43,hmac_solicitud,0,0215
Concurrente,64,43,hmac_direccion,0,0106
Concurrente,64,43,hmac,0,0131
Concurrente,64,43,descifrado,0,0320
Concurrente,64,43,generacion_iv,0,0606
Concurrente,64,45,verificacion,0,0774
Concurrente,64,45,cifrado,0,0247
Concurrente,64,45,descifrado_direccion,0,0356
Concurrente,64,45,hmac_solicitud,0,0160
Concurrente,64,45,hmac_direccion,0,0107
Concurrente,64,45,hmac,0,0130
Concurrente,64,45,descifrado,0,0310
Concurrente,64,45,generacion_iv,0,0444
Concurrente,64,58,verificacion,0,0737
Concurrente,64,58,cifrado,0,0287
Concurrente,64,58,descifrado_direccion,0,0269
Concurrente,64,39,verificacion,0,0517
Concurrente,64,58,hmac_solicitud,0,0123
Concurrente,64,39,cifrado,0,0243
Concurrente,64,58,hmac_direccion,0,0112
Concurrente,64,39,descifrado_direccion,0,0235
Concurrente,64,58,hmac,0,0143
Concurrente,64,39,hmac_solicitud,0,0116
Concurrente,64,58,descifrado,0,0377
Concurrente,64,39,hmac_direccion,0,0100
Concurrente,64,39,hmac,0,0130
Concurrente,64,39,descifrado,0,0304
Concurrente,64,58,generacion_iv,0,0486
Concurrente,64,39,generacion_iv,0,0376
Concurrente,64,1,verificacion,0,1328
Concurrente,64,1,cifrado,0,0390
Concurrente,64,1,descifrado_direccion,0,0269
Concurrente,64,1,hmac_solicitud,0,0158
Concurrente,64,1,hmac_direccion,0,0125
Concurrente,64,1,hmac,0,0172
Concurrente,64,1,descifrado,0,0615
Concurrente,64,1,generacion_iv,0,0651
Concurrente,64,11,verificacion,0,0646
Concurrente,64,11,cifrado,0,0297
Concurrente,64,11,descifrado_direccion,0,0255
Concurrente,64,11,hmac_solicitud,0,0105
Concurrente,64,11,hmac_direccion,0,0098
Concurrente,64,11,hmac,0,0265
Concurrente,64,11,descifrado,0,0545
Concurrente,64,11,generacion_iv,0,0594
Concurrente,64,32,verificacion,0,0631
Concurrente,64,32,cifrado,0,0281
Concurrente,64,32,descifrado_direccion,0,0328
Concurrente,64,32,hmac_solicitud,0,0115
Concurrente,64,32,hmac_direccion,0,0114
Concurrente,64,32,hmac,0,0147
Concurrente,64,32,descifrado,0,0383
Concurrente,64,32,generacion_iv,0,0508
Concurrente,64,55,verificacion,0,0970
Concurrente,64,55,cifrado,0,0545
Concurrente,64,55,descifrado_direccion,0,0339
Concurrente,64,55,hmac_solicitud,0,0247
Concurrente,64,55,hmac_direccion,0,0115
Concurrente,64,55,hmac,0,0115
Concurrente,64,55,descifrado,0,0414
Concurrente,64,55,generacion_iv,0,1163
Concurrente,64,14,verificacion,0,0846
Concurrente,64,14,cifrado,0,0316
Concurrente,64,14,descifrado_direccion,0,0266
Concurrente,64,14,hmac_solicitud,0,0112
Concurrente,64,14,hmac_direccion,0,0094
Concurrente,64,14,hmac,0,0123
Concurrente,64,14,descifrado,0,0405
Concurrente,64,14,generacion_iv,0,0691
Concurrente,64,7,verificacion,0,0762
Concurrente,64,7,cifrado,0,0455
Concurrente,64,7,descifrado_direccion,0,0267
Concurrente,64,7,hmac_solicitud,0,0186
Concurrente,64,7,hmac_direccion,0,0116
Concurrente,64,7,hmac,0,0153
Concurrente,64,7,descifrado,0,0440
Concurrente,64,7,generacion_iv,0,1182
Concurrente,64,49,verificacion,0,0894
Concurrente,64,49,cifrado,0,0312
Concurrente,64,49,descifrado_direccion,0,0508
Concurrente,64,49,hmac_solicitud,0,0117
Concurrente,64,49,hmac_direccion,0,0127
Concurrente,64,49,hmac,0,0152
Concurrente,64,49,descifrado,0,0416
Concurrente,64,49,generacion_iv,0,0427
Concurrente,64,23,verificacion,0,0935
Concurrente,64,23,cifrado,0,0435
Concurrente,64,23,descifrado_direccion,0,0389
Concurrente,64,23,hmac_solicitud,0,0163
Concurrente,64,23,hmac_direccion,0,0122
Concurrente,64,23,hmac,0,0131
Concurrente,64,23,descifrado,0,0662
Concurrente,64,23,generacion_iv,0,0570
Concurrente,64,5,verificacion,0,0805
Concurrente,64,5,cifrado,0,0455
Concurrente,64,5,descifrado_direccion,0,0328
Concurrente,64,5,hmac_solicitud,0,0155
Concurrente,64,5,hmac_direccion,0,0094
Concurrente,64,5,hmac,0,0150
Concurrente,64,5,descifrado,0,0469
Concurrente,64,5,generacion_iv,0,0668
Concurrente,64,64,verificacion,0,0803
Concurrente,64,64,cifrado,0,0272
Concurrente,64,64,descifrado_direccion,0,0274
Concurrente,64,64,hmac_solicitud,0,0149
Concurrente,64,64,hmac_direccion,0,0091
Concurrente,64,64,hmac,0,0193
Concurrente,64,64,descifrado,0,0626
Concurrente,64,64,generacion_iv,0,0582
Concurrente,64,60,verificacion,0,0495
Concurrente,64,60,cifrado,0,0174
Concurrente,64,60,descifrado_direccion,0,0156
Concurrente,64,60,hmac_solicitud,0,0073
Concurrente,64,60,hmac_direccion,0,0066
Concurrente,64,60,hmac,0,0097
Concurrente,64,60,descifrado,0,0281
Concurrente,64,60,generacion_iv,0,0295
Concurrente,64,37,verificacion,0,0770
Concurrente,64,37,cifrado,0,0365
Concurrente,64,37,descifrado_direccion,0,0272
Concurrente,64,37,hmac_solicitud,0,0146
Concurrente,64,37,hmac_direccion,0,0093
Concurrente,64,37,hmac,0,0114
Concurrente,64,37,descifrado,0,1479
Concurrente,64,37,generacion_iv,0,0541
Concurrente,64,62,verificacion,0,1206
Concurrente,64,62,cifrado,0,0456
Concurrente,64,62,descifrado_direccion,0,0282
Concurrente,64,62,hmac_solicitud,0,0165
Concurrente,64,62,hmac_direccion,0,0077
Concurrente,64,62,hmac,0,0115
Concurrente,64,62,descifrado,0,0702
Concurrente,64,62,generacion_iv,0,0875
